timestamp,zone_id,methane_ppm,co_ppm,ventilation_level
390,Z4,0.0,0.0,0.7016
390,Z5,0.0,0.0,0.6154
390,Z6,0.0,0.0,0.7027
420,Z1,0.0,0.0,0.5751
420,Z2,0.0,0.0,0.643
420,Z3,0.0,0.0,0.8095
420,Z4,0.0,0.0,0.7079
420,Z5,0.0,0.0,0.6235
420,Z6,0.0,0.0,0.727
450,Z1,0.0,0.0,0.5705
450,Z2,0.0,0.0,0.6592
450,Z3,0.0,0.0,0.8239
450,Z4,0.0,0.0,0.6785
450,Z5,0.0,0.0,0.6477
450,Z6,0.0,0.0,0.732
480,Z1,0.0,0.0,0.559
480,Z2,0.0,0.0,0.6809
480,Z3,0.0,0.0,0.8089
480,Z4,0.0,0.0,0.7015
480,Z5,0.0,0.0,0.627
480,Z6,0.0,0.0,0.7605
510,Z1,0.0,0.0,0.5305
510,Z2,0.0,0.0,0.7067
510,Z3,0.0,0.0,0.8276
510,Z4,0.0,0.0,0.678
510,Z5,0.0,0.0,0.6103
510,Z6,0.0,0.0,0.7489
540,Z1,0.0,0.0,0.5019
540,Z2,0.0,0.0,0.7286
540,Z3,0.0,0.0,0.836
540,Z4,0.0,0.0,0.6802
540,Z5,0.0,0.0,0.6385
540,Z6,0.0,0.0,0.7348
570,Z1,0.0,0.0,0.5156
570,Z2,0.0,0.0,0.7293
570,Z3,0.0,0.0,0.8213
570,Z4,0.0,0.0,0.7057
570,Z5,0.0,0.0,0.6531
570,Z6,0.0,0.0,0.709
600,Z1,0.0,0.0,0.5044
600,Z2,0.0,0.0,0.7173
600,Z3,0.0,0.0,0.8155
600,Z4,0.0,0.0,0.701
600,Z5,0.0,0.0,0.6772
600,Z6,0.0,0.0,0.7119
630,Z1,0.0,0.0,0.5002
630,Z2,0.0,0.0,0.7152
630,Z3,0.0,0.0,0.8139
630,Z4,0.0,0.0,0.6812
630,Z5,0.0,0.0,0.6852
630,Z6,0.0,0.0,0.7269
660,Z1,0.0,0.0,0.4822
660,Z2,0.0,0.0,0.7137
660,Z3,0.0,0.0,0.8087
660,Z4,0.0,0.0,0.6929
660,Z5,0.0,0.0,0.6946
660,Z6,0.0,0.0,0.7431
690,Z1,0.0,0.0,0.4627
690,Z2,0.0,0.0,0.6867
690,Z3,0.0,0.0,0.8061
690,Z4,0.0,0.0,0.7222
690,Z5,0.0,0.0,0.7181
690,Z6,0.0,0.0,0.7434
720,Z1,0.0,0.0,0.4866
720,Z2,0.0,0.0,0.6723
720,Z3,0.0,0.0,0.8221
720,Z4,0.0,0.0,0.7087
720,Z5,0.0,0.0,0.7044
720,Z6,0.0,0.0,0.7217
750,Z1,0.0,0.0,0.4989
750,Z2,0.0,0.0,0.6748
750,Z3,0.0,0.0,0.8173
750,Z4,0.0,0.0,0.7204
750,Z5,0.0,0.0,0.6972
750,Z6,0.0,0.0,0.7369
780,Z1,0.0,0.0,0.4941
780,Z2,0.0,0.0,0.681
780,Z3,0.0,0.0,0.8134
780,Z4,0.0,0.0,0.7312
780,Z5,0.0,0.0,0.6952
780,Z6,0.0,0.0,0.7085
810,Z1,0.0,0.0,0.4657
810,Z2,0.0,0.0,0.6787
810,Z3,0.0,0.0,0.7961
810,Z4,0.0,0.0,0.7239
810,Z5,0.0,0.0,0.6804
810,Z6,0.0,0.0,0.7109
840,Z1,0.0,0.0,0.4747
840,Z2,0.0,0.0,0.694
840,Z3,0.0,0.0,0.7674
840,Z4,0.0,0.0,0.7341
840,Z5,0.0,0.0,0.6923
840,Z6,0.0,0.0,0.7173
870,Z1,0.0,0.0,0.4939
870,Z2,0.0,0.0,0.6655
870,Z3,0.0,0.0,0.7948
870,Z4,0.0,0.0,0.7086
870,Z5,0.0,0.0,0.6684
870,Z6,0.0,0.0,0.7234
900,Z1,0.0,0.0,0.5108
900,Z2,0.0,0.0,0.6577
900,Z3,0.0,0.0,0.8158
900,Z4,0.0,0.0,0.7363
900,Z5,0.0,0.0,0.6809
900,Z6,0.0,0.0,0.7513
930,Z1,0.0,0.0,0.5131
930,Z2,0.0,0.0,0.6716
930,Z3,0.0,0.0,0.8357
930,Z4,0.0,0.0,0.7209
930,Z5,0.0,0.0,0.6736
930,Z6,0.0,0.0,0.7322
960,Z1,0.0,0.0,0.5035
960,Z2,0.0,0.0,0.6582
960,Z3,0.0,0.0,0.8108
960,Z4,0.0,0.0,0.7364
960,Z5,0.0,0.0,0.6731
960,Z6,0.0,0.0,0.7155
990,Z1,0.0,0.0,0.5084
990,Z2,0.0,0.0,0.6537
990,Z3,0.0,0.0,0.823
990,Z4,0.0,0.0,0.7136
990,Z5,0.0,0.0,0.6752
990,Z6,0.0,0.0,0.6985
1020,Z1,0.0,0.0,0.537
1020,Z2,0.0,0.0,0.6297
1020,Z3,0.0,0.0,0.8037
1020,Z4,0.0,0.0,0.7001
1020,Z5,0.0,0.0,0.6871
1020,Z6,0.0,0.0,0.6979
1050,Z1,0.0,0.0,0.5352
1050,Z2,0.0,0.0,0.6028
1050,Z3,0.0,0.0,0.8231
1050,Z4,0.0,0.0,0.7079
1050,Z5,0.0,0.0,0.6908
1050,Z6,0.0,0.0,0.675
1080,Z1,0.0,0.0,0.5526
1080,Z2,0.0,0.0,0.5999
1080,Z3,0.0,0.0,0.8525
1080,Z4,0.0,0.0,0.7144
1080,Z5,0.0,0.0,0.6733
1080,Z6,0.0,0.0,0.6545
1110,Z1,0.0,0.0,0.5228
1110,Z2,0.0,0.0,0.5873
1110,Z3,0.0,0.0,0.8646
1110,Z4,0.0,0.0,0.7399
1110,Z5,0.0,0.0,0.683
1110,Z6,0.0,0.0,0.6571
1140,Z1,0.0,0.0,0.5424
1140,Z2,0.0,0.0,0.5758
1140,Z3,0.0,0.0,0.852
1140,Z4,0.0,0.0,0.7519
1140,Z5,0.0,0.0,0.6826
1140,Z6,0.0,0.0,0.6531
1170,Z1,0.0,0.0,0.5179
1170,Z2,0.0,0.0,0.5803
1170,Z3,0.0,0.0,0.8623
1170,Z4,0.0,0.0,0.7672
1170,Z5,0.0,0.0,0.7076
1170,Z6,0.0,0.0,0.6611
1200,Z1,0.0,0.0,0.5088
1200,Z2,0.0,0.0,0.6018
1200,Z3,0.0,0.0,0.8496
1200,Z4,0.0,0.0,0.7702
1200,Z5,0.0,0.0,0.697
1200,Z6,0.0,0.0,0.662
1230,Z1,0.0,0.0,0.5113
1230,Z2,0.0,0.0,0.5935
1230,Z3,0.0,0.0,0.8652
1230,Z4,0.0,0.0,0.7959
1230,Z5,0.0,0.0,0.6743
1230,Z6,0.0,0.0,0.6464
1260,Z1,0.0,0.0,0.5144
1260,Z2,0.0,0.0,0.6183
1260,Z3,0.0,0.0,0.8851
1260,Z4,0.0,0.0,0.7964
1260,Z5,0.0,0.0,0.7031
1260,Z6,0.0,0.0,0.6394
1290,Z1,0.0,0.0,0.5372
1290,Z2,0.0,0.0,0.6357
1290,Z3,0.0,0.0,0.8856
1290,Z4,0.0,0.0,0.7844
1290,Z5,0.0,0.0,0.7024
1290,Z6,0.0,0.0,0.6301
1320,Z1,0.0,0.0,0.5345
1320,Z2,0.0,0.0,0.6475
1320,Z3,0.0,0.0,0.9021
1320,Z4,0.0,0.0,0.7967
1320,Z5,0.0,0.0,0.7123
1320,Z6,0.0,0.0,0.6298
1350,Z1,0.0,0.0,0.5399
1350,Z2,0.0,0.0,0.6439
1350,Z3,0.0,0.0,0.9155
1350,Z4,0.0,0.0,0.7759
1350,Z5,0.0,0.0,0.7026
1350,Z6,0.0,0.0,0.6509
1380,Z1,0.0,0.0,0.5327
1380,Z2,0.0,0.0,0.6595
1380,Z3,0.0,0.0,0.8896
1380,Z4,0.0,0.0,0.8058
1380,Z5,0.0,0.0,0.6785
1380,Z6,0.0,0.0,0.6476
1410,Z1,0.0,0.0,0.5055
1410,Z2,0.0,0.0,0.652
1410,Z3,0.0,0.0,0.8935
1410,Z4,0.0,0.0,0.7805
1410,Z5,0.0,0.0,0.6629
1410,Z6,0.0,0.0,0.6452
1440,Z1,0.0,0.0,0.4761
1440,Z2,0.0,0.0,0.6626
1440,Z3,0.0,0.0,0.8843
1440,Z4,0.0,0.0,0.776
1440,Z5,0.0,0.0,0.6449
1440,Z6,0.0,0.0,0.6295
1470,Z1,0.0,0.0,0.5056
1470,Z2,0.0,0.0,0.6721
1470,Z3,0.0,0.0,0.8954
1470,Z4,0.0,0.0,0.7824
1470,Z5,0.0,0.0,0.6321
1470,Z6,0.0,0.0,0.6206
1500,Z1,0.0,0.0,0.5163
1500,Z2,0.0,0.0,0.6924
1500,Z3,0.0,0.0,0.9042
1500,Z4,0.0,0.0,0.7871
1500,Z5,0.0,0.0,0.6198
1500,Z6,0.0,0.0,0.5985
1530,Z1,0.0,0.0,0.5181
1530,Z2,0.0,0.0,0.6778
1530,Z3,0.0,0.0,0.9226
1530,Z4,0.0,0.0,0.764
1530,Z5,0.0,0.0,0.6478
1530,Z6,0.0,0.0,0.6273
1560,Z1,0.0,0.0,0.5101
1560,Z2,0.0,0.0,0.68
1560,Z3,0.0,0.0,0.9329
1560,Z4,0.0,0.0,0.7905
1560,Z5,0.0,0.0,0.6193
1560,Z6,0.0,0.0,0.6522
1590,Z1,0.0,0.0,0.5295
1590,Z2,0.0,0.0,0.6745
1590,Z3,0.0,0.0,0.9212
1590,Z4,0.0,0.0,0.8137
1590,Z5,0.0,0.0,0.6295
1590,Z6,0.0,0.0,0.6474
1620,Z1,0.0,0.0,0.5244
1620,Z2,0.0,0.0,0.669
1620,Z3,0.0,0.0,0.9134
1620,Z4,0.0,0.0,0.835
1620,Z5,0.0,0.0,0.6322
1620,Z6,0.0,0.0,0.6413
1650,Z1,0.0,0.0,0.5453
1650,Z2,0.0,0.0,0.6775
1650,Z3,0.0,0.0,0.9306
1650,Z4,0.0,0.0,0.8389
1650,Z5,0.0,0.0,0.6146
1650,Z6,0.0,0.0,0.631
1680,Z1,0.0,0.0,0.5155
1680,Z2,0.0,0.0,0.6553
1680,Z3,0.0,0.0,0.9403
1680,Z4,0.0,0.0,0.8563
1680,Z5,0.0,0.0,0.595
1680,Z6,0.0,0.0,0.6325
1710,Z1,0.0,0.0,0.5321
1710,Z2,0.0,0.0,0.6556
1710,Z3,0.0,0.0,0.9573
1710,Z4,0.0,0.0,0.8538
1710,Z5,0.0,0.0,0.5938
1710,Z6,0.0,0.0,0.632
1740,Z1,0.0,0.0,0.507
1740,Z2,0.0,0.0,0.6421
1740,Z3,0.0,0.0,0.9468
1740,Z4,0.0,0.0,0.851
1740,Z5,0.0,0.0,0.6059
1740,Z6,0.0,0.0,0.6481
1770,Z1,0.0,0.0,0.5041
1770,Z2,0.0,0.0,0.6393
1770,Z3,0.0,0.0,0.9424
1770,Z4,0.0,0.0,0.8302
1770,Z5,0.0,0.0,0.6258
1770,Z6,0.0,0.0,0.6624
1800,Z1,0.0,0.0,0.5093
1800,Z2,0.0,0.0,0.6166
1800,Z3,0.0,0.0,0.9574
1800,Z4,0.0,0.0,0.8583
1800,Z5,0.0,0.0,0.6305
1800,Z6,0.0,0.0,0.6459
1830,Z1,0.0,0.0,0.5013
1830,Z2,0.0,0.0,0.635
1830,Z3,0.0,0.0,0.9765
1830,Z4,0.0,0.0,0.8298
1830,Z5,0.0,0.0,0.6165
1830,Z6,0.0,0.0,0.6344
1860,Z1,0.0,0.0,0.5235
1860,Z2,0.0,0.0,0.6135
1860,Z3,0.0,0.0,0.9913
1860,Z4,0.0,0.0,0.8203
1860,Z5,0.0,0.0,0.6331
1860,Z6,0.0,0.0,0.6076
1890,Z1,0.0,0.0,0.534
1890,Z2,0.0,0.0,0.6127
1890,Z3,0.0,0.0,1.0
1890,Z4,0.0,0.0,0.8073
1890,Z5,0.0,0.0,0.6432
1890,Z6,0.0,0.0,0.6135
1920,Z1,0.0,0.0,0.5166
1920,Z2,0.0,0.0,0.6024
1920,Z3,0.0,0.0,0.9805
1920,Z4,0.0,0.0,0.8073
1920,Z5,0.0,0.0,0.6175
1920,Z6,0.0,0.0,0.5847
1950,Z1,0.0,0.0,0.5212
1950,Z2,0.0,0.0,0.5974
1950,Z3,0.0,0.0,0.97
1950,Z4,0.0,0.0,0.8272
1950,Z5,0.0,0.0,0.6381
1950,Z6,0.0,0.0,0.5861
1980,Z1,0.0,0.0,0.5115
1980,Z2,0.0,0.0,0.5981
1980,Z3,0.0,0.0,0.9944
1980,Z4,0.0,0.0,0.8464
1980,Z5,0.0,0.0,0.6169
1980,Z6,0.0,0.0,0.6017
2010,Z1,0.0,0.0,0.5279
2010,Z2,0.0,0.0,0.6137
2010,Z3,0.0,0.0,0.9983
2010,Z4,0.0,0.0,0.8682
2010,Z5,0.0,0.0,0.591
2010,Z6,0.0,0.0,0.5882
2040,Z1,0.0,0.0,0.5165
2040,Z2,0.0,0.0,0.6336
2040,Z3,0.0,0.0,1.0
2040,Z4,0.0,0.0,0.866
2040,Z5,0.0,0.0,0.6148
2040,Z6,0.0,0.0,0.5973
2070,Z1,0.0,0.0,0.4956
2070,Z2,0.0,0.0,0.6575
2070,Z3,0.0,0.0,1.0
2070,Z4,0.0,0.0,0.8622
2070,Z5,0.0,0.0,0.5943
2070,Z6,0.0,0.0,0.5918
2100,Z1,0.0,0.0,0.5129
2100,Z2,0.0,0.0,0.6332
2100,Z3,0.0,0.0,1.0
2100,Z4,0.0,0.0,0.8846
2100,Z5,0.0,0.0,0.5728
2100,Z6,0.0,0.0,0.6037
2130,Z1,0.0,0.0,0.5392
2130,Z2,0.0,0.0,0.6507
2130,Z3,0.0,0.0,1.0
2130,Z4,0.0,0.0,0.8862
2130,Z5,0.0,0.0,0.5645
2130,Z6,0.0,0.0,0.5866
2160,Z1,0.0,0.0,0.5228
2160,Z2,0.0,0.0,0.6713
2160,Z3,0.0,0.0,1.0
2160,Z4,0.0,0.0,0.8764
2160,Z5,0.0,0.0,0.5571
2160,Z6,0.0,0.0,0.6029
2190,Z1,0.0,0.0,0.5191
2190,Z2,0.0,0.0,0.6556
2190,Z3,0.0,0.0,1.0
2190,Z4,0.0,0.0,0.865
2190,Z5,0.0,0.0,0.5772
2190,Z6,0.0,0.0,0.6319
2220,Z1,0.0,0.0,0.512
2220,Z2,0.0,0.0,0.6746
2220,Z3,0.0,0.0,0.985
2220,Z4,0.0,0.0,0.8683
2220,Z5,0.0,0.0,0.5983
2220,Z6,0.0,0.0,0.6183
2250,Z1,0.0,0.0,0.5082
2250,Z2,0.0,0.0,0.6717
2250,Z3,0.0,0.0,0.9582
2250,Z4,0.0,0.0,0.8979
2250,Z5,0.0,0.0,0.6241
2250,Z6,0.0,0.0,0.6358
2280,Z1,0.0,0.0,0.528
2280,Z2,0.0,0.0,0.684
2280,Z3,0.0,0.0,0.9329
2280,Z4,0.0,0.0,0.9009
2280,Z5,0.0,0.0,0.6008
2280,Z6,0.0,0.0,0.6086
2310,Z1,0.0,0.0,0.5255
2310,Z2,0.0,0.0,0.6898
2310,Z3,0.0,0.0,0.9175
2310,Z4,0.0,0.0,0.9078
2310,Z5,0.0,0.0,0.6107
2310,Z6,0.0,0.0,0.5827
2340,Z1,0.0,0.0,0.5548
2340,Z2,0.0,0.0,0.688
2340,Z3,0.0,0.0,0.9027
2340,Z4,0.0,0.0,0.8984
2340,Z5,0.0,0.0,0.627
2340,Z6,0.0,0.0,0.5554
2370,Z1,0.0,0.0,0.5353
2370,Z2,0.0,0.0,0.6997
2370,Z3,0.0,0.0,0.8765
2370,Z4,0.0,0.0,0.8861
2370,Z5,0.0,0.0,0.5995
2370,Z6,0.0,0.0,0.5847
2400,Z1,0.0,0.0,0.5505
2400,Z2,0.0,0.0,0.7166
2400,Z3,0.0,0.0,0.8539
2400,Z4,0.0,0.0,0.9007
2400,Z5,0.0,0.0,0.6279
2400,Z6,0.0,0.0,0.6102
2430,Z1,0.0,0.0,0.5641
2430,Z2,0.0,0.0,0.7359
2430,Z3,0.0,0.0,0.8287
2430,Z4,0.0,0.0,0.9068
2430,Z5,0.0,0.0,0.619
2430,Z6,0.0,0.0,0.6013
2460,Z1,0.0,0.0,0.5929
2460,Z2,0.0,0.0,0.7442
2460,Z3,0.0,0.0,0.8395
2460,Z4,0.0,0.0,0.9133
2460,Z5,0.0,0.0,0.593
2460,Z6,0.0,0.0,0.5943
2490,Z1,0.0,0.0,0.6036
2490,Z2,0.0,0.0,0.76
2490,Z3,0.0,0.0,0.8334
2490,Z4,0.0,0.0,0.8901
2490,Z5,0.0,0.0,0.5862
2490,Z6,0.0,0.0,0.5799
2520,Z1,0.0,0.0,0.5908
2520,Z2,0.0,0.0,0.7373
2520,Z3,0.0,0.0,0.8573
2520,Z4,0.0,0.0,0.901
2520,Z5,0.0,0.0,0.5771
2520,Z6,0.0,0.0,0.6034
2550,Z1,0.0,0.0,0.6164
2550,Z2,0.0,0.0,0.7379
2550,Z3,0.0,0.0,0.8356
2550,Z4,0.0,0.0,0.9042
2550,Z5,0.0,0.0,0.5802
2550,Z6,0.0,0.0,0.5919
2580,Z1,0.0,0.0,0.6179
2580,Z2,0.0,0.0,0.7123
2580,Z3,0.0,0.0,0.8326
2580,Z4,0.0,0.0,0.9269
2580,Z5,0.0,0.0,0.5611
2580,Z6,0.0,0.0,0.6166
2610,Z1,0.0,0.0,0.5971
2610,Z2,0.0,0.0,0.7248
2610,Z3,0.0,0.0,0.8563
2610,Z4,0.0,0.0,0.935
2610,Z5,0.0,0.0,0.5493
2610,Z6,0.0,0.0,0.5967
2640,Z1,0.0,0.0,0.6066
2640,Z2,0.0,0.0,0.7454
2640,Z3,0.0,0.0,0.828
2640,Z4,0.0,0.0,0.9396
2640,Z5,0.0,0.0,0.5443
2640,Z6,0.0,0.0,0.6043
2670,Z1,0.0,0.0,0.6056
2670,Z2,0.0,0.0,0.7332
2670,Z3,0.0,0.0,0.8244
2670,Z4,0.0,0.0,0.946
2670,Z5,0.0,0.0,0.5583
2670,Z6,0.0,0.0,0.5822
2700,Z1,0.0,0.0,0.5948
2700,Z2,0.0,0.0,0.7181
2700,Z3,0.0,0.0,0.8175
2700,Z4,0.0,0.0,0.9679
2700,Z5,0.0,0.0,0.563
2700,Z6,0.0,0.0,0.5821
2730,Z1,0.0,0.0,0.5833
2730,Z2,0.0,0.0,0.7184
2730,Z3,0.0,0.0,0.8086
2730,Z4,0.0,0.0,0.9909
2730,Z5,0.0,0.0,0.5652
2730,Z6,0.0,0.0,0.605
2760,Z1,0.0,0.0,0.5752
2760,Z2,0.0,0.0,0.7001
2760,Z3,0.0,0.0,0.8089
2760,Z4,0.0,0.0,1.0
2760,Z5,0.0,0.0,0.5937
2760,Z6,0.0,0.0,0.5954
2790,Z1,0.0,0.0,0.5572
2790,Z2,0.0,0.0,0.6728
2790,Z3,0.0,0.0,0.8073
2790,Z4,0.0,0.0,1.0
2790,Z5,0.0,0.0,0.5734
2790,Z6,0.0,0.0,0.5833
2820,Z1,0.0,0.0,0.5591
2820,Z2,0.0,0.0,0.6918
2820,Z3,0.0,0.0,0.8361
2820,Z4,0.0,0.0,1.0
2820,Z5,0.0,0.0,0.5719
2820,Z6,0.0,0.0,0.5999
2850,Z1,0.0,0.0,0.5641
2850,Z2,0.0,0.0,0.699
2850,Z3,0.0,0.0,0.847
2850,Z4,0.0,0.0,0.9766
2850,Z5,0.0,0.0,0.551
2850,Z6,0.0,0.0,0.6164
2880,Z1,0.0,0.0,0.5783
2880,Z2,0.0,0.0,0.6814
2880,Z3,0.0,0.0,0.8485
2880,Z4,0.0,0.0,1.0
2880,Z5,0.0,0.0,0.5673
2880,Z6,0.0,0.0,0.628
2910,Z1,0.0,0.0,0.5631
2910,Z2,0.0,0.0,0.7098
2910,Z3,0.0,0.0,0.8309
2910,Z4,0.0,0.0,0.9909
2910,Z5,0.0,0.0,0.5537
2910,Z6,0.0,0.0,0.6208
2940,Z1,0.0,0.0,0.5904
2940,Z2,0.0,0.0,0.697
2940,Z3,0.0,0.0,0.8275
2940,Z4,0.0,0.0,0.9731
2940,Z5,0.0,0.0,0.5655
2940,Z6,0.0,0.0,0.626
2970,Z1,0.0,0.0,0.5922
2970,Z2,0.0,0.0,0.6918
2970,Z3,0.0,0.0,0.8437
2970,Z4,0.0,0.0,0.9988
2970,Z5,0.0,0.0,0.5882
2970,Z6,0.0,0.0,0.6538
3000,Z1,0.0,0.0,0.6167
3000,Z2,0.0,0.0,0.6939
3000,Z3,0.0,0.0,0.8685
3000,Z4,0.0,0.0,0.9793
3000,Z5,0.0,0.0,0.582
3000,Z6,0.0,0.0,0.6815
3030,Z1,0.0,0.0,0.5872
3030,Z2,0.0,0.0,0.7229
3030,Z3,0.0,0.0,0.8711
3030,Z4,0.0,0.0,1.0
3030,Z5,0.0,0.0,0.5588
3030,Z6,0.0,0.0,0.667
3060,Z1,0.0,0.0,0.6047
3060,Z2,0.0,0.0,0.7035
3060,Z3,0.0,0.0,0.8907
3060,Z4,0.0,0.0,1.0
3060,Z5,0.0,0.0,0.5482
3060,Z6,0.0,0.0,0.6511
3090,Z1,0.0,0.0,0.5928
3090,Z2,0.0,0.0,0.7127
3090,Z3,0.0,0.0,0.8678
3090,Z4,0.0,0.0,1.0
3090,Z5,0.0,0.0,0.5369
3090,Z6,0.0,0.0,0.6388
3120,Z1,0.0,0.0,0.5708
3120,Z2,0.0,0.0,0.719
3120,Z3,0.0,0.0,0.8661
3120,Z4,0.0,0.0,0.9831
3120,Z5,0.0,0.0,0.5592
3120,Z6,0.0,0.0,0.651
3150,Z1,0.0,0.0,0.5445
3150,Z2,0.0,0.0,0.7234
3150,Z3,0.0,0.0,0.8673
3150,Z4,0.0,0.0,0.9881
3150,Z5,0.0,0.0,0.5778
3150,Z6,0.0,0.0,0.6485
3180,Z1,0.0,0.0,0.5629
3180,Z2,0.0,0.0,0.7424
3180,Z3,0.0,0.0,0.84
3180,Z4,0.0,0.0,1.0
3180,Z5,0.0,0.0,0.6038
3180,Z6,0.0,0.0,0.6646
3210,Z1,0.0,0.0,0.5717
3210,Z2,0.0,0.0,0.7353
3210,Z3,0.0,0.0,0.8325
3210,Z4,0.0,0.0,1.0
3210,Z5,0.0,0.0,0.5845
3210,Z6,0.0,0.0,0.6783
3240,Z1,0.0,0.0,0.5431
3240,Z2,0.0,0.0,0.738
3240,Z3,0.0,0.0,0.8174
3240,Z4,0.0,0.0,1.0
3240,Z5,0.0,0.0,0.6031
3240,Z6,0.0,0.0,0.7013
3270,Z1,0.0,0.0,0.5191
3270,Z2,0.0,0.0,0.7502
3270,Z3,0.0,0.0,0.8115
3270,Z4,0.0,0.0,1.0
3270,Z5,0.0,0.0,0.5904
3270,Z6,0.0,0.0,0.6904
3300,Z1,0.0,0.0,0.5084
3300,Z2,0.0,0.0,0.7598
3300,Z3,0.0,0.0,0.7852
3300,Z4,0.0,0.0,1.0
3300,Z5,0.0,0.0,0.5902
3300,Z6,0.0,0.0,0.7007
3330,Z1,0.0,0.0,0.5033
3330,Z2,0.0,0.0,0.7751
3330,Z3,0.0,0.0,0.7732
3330,Z4,0.0,0.0,1.0
3330,Z5,0.0,0.0,0.5936
3330,Z6,0.0,0.0,0.6829
3360,Z1,0.0,0.0,0.5242
3360,Z2,0.0,0.0,0.7565
3360,Z3,0.0,0.0,0.7794
3360,Z4,0.0,0.0,1.0
3360,Z5,0.0,0.0,0.5924
3360,Z6,0.0,0.0,0.7103
3390,Z1,0.0,0.0,0.5519
3390,Z2,0.0,0.0,0.7552
3390,Z3,0.0,0.0,0.7617
3390,Z4,0.0,0.0,1.0
3390,Z5,0.0,0.0,0.5839
3390,Z6,0.0,0.0,0.7102
3420,Z1,0.0,0.0,0.5501
3420,Z2,0.0,0.0,0.7475
3420,Z3,0.0,0.0,0.745
3420,Z4,0.0,0.0,1.0
3420,Z5,0.0,0.0,0.5631
3420,Z6,0.0,0.0,0.7302
3450,Z1,0.0,0.0,0.5611
3450,Z2,0.0,0.0,0.7755
3450,Z3,0.0,0.0,0.725
3450,Z4,0.0,0.0,1.0
3450,Z5,0.0,0.0,0.5656
3450,Z6,0.0,0.0,0.7022
3480,Z1,0.0,0.0,0.5712
3480,Z2,0.0,0.0,0.796
3480,Z3,0.0,0.0,0.6956
3480,Z4,0.0,0.0,1.0
3480,Z5,0.0,0.0,0.5646
3480,Z6,0.0,0.0,0.7053
3510,Z1,0.0,0.0,0.5577
3510,Z2,0.0,0.0,0.8148
3510,Z3,0.0,0.0,0.7202
3510,Z4,0.0,0.0,0.9789
3510,Z5,0.0,0.0,0.5835
3510,Z6,0.0,0.0,0.6977
3540,Z1,0.0,0.0,0.5871
3540,Z2,0.0,0.0,0.8357
